Cliente_Perdido,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Cliente_Activo,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Factura_Mensual,Factura_Diaria
0,F,0,0,0,3,1,0,0,0,0,0,0,0,0,Mensual,0,E-cheque,19.55,0.6517
0,F,0,0,1,8,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.95,0.665
1,M,0,1,1,18,1,0,DSL,0,0,1,0,0,1,Mensual,0,E-cheque,57.45,1.915
1,F,1,0,0,2,1,1,Fibra óptica,0,0,1,0,0,1,Mensual,1,E-cheque,88.55,2.9517
0,M,0,1,1,2,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.2,0.6733
0,F,1,0,0,51,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,19.6,0.6533
0,M,0,1,1,21,1,1,DSL,1,0,0,0,1,1,Anual,1,Débito automático,75.9,2.53
1,M,0,1,0,55,0,Sin telefonía,DSL,0,0,1,1,1,1,Mensual,1,Débito automático,54.55,1.8183
0,F,0,0,0,70,1,1,DSL,1,1,1,1,1,1,Bi-anual,0,Tarjeta de crédito,89.75,2.9917
1,M,0,0,0,31,1,0,DSL,0,0,1,1,0,0,Mensual,1,E-cheque,55.25,1.8417
0,M,0,0,0,67,0,Sin telefonía,DSL,1,0,1,1,1,0,Anual,1,Débito automático,49.35,1.645
1,F,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,70.1,2.3367
0,M,0,0,0,21,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.6,0.6533
1,F,0,1,0,22,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,69.25,2.3083
1,F,1,0,0,11,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,Tarjeta de crédito,84.8,2.8267
0,M,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,45.2,1.5067
0,M,0,1,0,72,1,1,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,25.85,0.8617
0,F,0,1,1,34,1,1,0,0,0,0,0,0,0,Anual,1,Tarjeta de crédito,25.6,0.8533
0,F,0,1,1,29,1,0,0,0,0,0,0,0,0,Anual,0,E-cheque,20.0,0.6667
1,M,0,1,0,56,1,1,Fibra óptica,0,1,0,0,1,1,Anual,0,Tarjeta de crédito,100.3,3.3433
0,M,0,1,1,5,1,1,DSL,1,1,0,1,0,0,Mensual,0,Tarjeta de crédito,64.4,2.1467
0,M,0,0,0,18,0,Sin telefonía,DSL,1,0,1,0,0,0,Mensual,0,Cheque,33.6,1.12
0,F,0,1,1,20,1,0,0,0,0,0,0,0,0,Mensual,0,E-cheque,20.0,0.6667
1,F,1,0,0,2,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,79.6,2.6533
0,M,0,0,1,45,1,1,Fibra óptica,0,0,1,0,1,1,Bi-anual,0,Débito automático,99.7,3.3233
0,M,1,1,0,20,1,1,Fibra óptica,0,1,0,1,1,1,Mensual,0,E-cheque,107.05,3.5683
0,F,0,0,0,29,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.0,0.6667
0,F,0,0,0,50,1,1,DSL,0,1,0,1,1,1,Bi-anual,1,Cheque,79.6,2.6533
0,F,0,0,0,11,0,Sin telefonía,DSL,0,0,0,0,1,0,Mensual,1,Cheque,35.8,1.1933
0,M,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,91.95,3.065
0,M,0,0,1,6,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.65,0.655
1,F,0,0,0,44,1,1,Fibra óptica,0,1,1,0,0,0,Mensual,1,Débito automático,84.8,2.8267
0,M,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Bi-anual,0,Tarjeta de crédito,86.65,2.8883
0,M,0,0,0,48,1,1,Fibra óptica,1,0,0,1,0,1,Mensual,1,E-cheque,95.4,3.18
0,M,1,0,0,50,1,1,DSL,1,1,0,0,1,0,Mensual,1,Débito automático,70.35,2.345
0,M,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensual,0,Cheque,55.55,1.8517
1,M,0,0,1,1,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,0,E-cheque,24.75,0.825
0,M,0,1,1,36,0,Sin telefonía,DSL,1,0,1,1,1,1,Anual,0,Tarjeta de crédito,60.7,2.0233
0,M,0,1,1,7,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.25,0.675
1,M,0,0,0,26,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,E-cheque,98.35,3.2783
0,F,0,0,0,40,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.15,0.6717
0,M,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Bi-anual,0,Tarjeta de crédito,72.1,2.4033
0,M,0,1,0,63,1,1,DSL,0,0,1,1,1,1,Bi-anual,0,Tarjeta de crédito,79.8,2.66
0,F,0,1,0,2,1,0,Fibra óptica,1,0,0,1,0,0,Mensual,1,E-cheque,80.15,2.6717
0,M,0,1,1,60,1,1,Fibra óptica,1,0,1,0,1,0,Anual,1,Débito automático,95.4,3.18
0,F,0,1,1,47,1,0,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,19.3,0.6433
1,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.5,0.6833
0,M,0,0,0,25,1,0,DSL,1,1,0,1,1,1,Mensual,1,Cheque,79.0,2.6333
0,F,0,0,0,4,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,75.65,2.5217
1,F,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque,50.1,1.67
0,F,1,1,0,37,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.6,0.6533
1,F,1,0,0,4,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,84.6,2.82
0,M,0,1,1,72,1,0,DSL,0,1,1,0,1,1,Bi-anual,1,Débito automático,75.4,2.5133
0,F,0,1,0,67,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Débito automático,105.7,3.5233
0,F,0,1,0,59,1,1,DSL,0,1,0,1,1,1,Anual,1,E-cheque,80.1,2.67
1,M,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,E-cheque,70.4,2.3467
0,F,0,1,0,43,1,1,Fibra óptica,1,1,0,0,0,1,Mensual,1,E-cheque,94.1,3.1367
1,F,0,1,1,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.45,0.6483
1,F,0,0,0,4,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,E-cheque,70.4,2.3467
1,F,0,1,1,9,1,0,DSL,1,1,1,1,0,0,Mensual,0,Cheque,65.0,2.1667
0,M,0,1,1,30,1,0,Fibra óptica,0,1,1,0,0,0,Mensual,0,Débito automático,82.05,2.735
0,F,0,0,0,13,1,0,0,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,19.45,0.6483
0,M,0,0,0,2,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,74.75,2.4917
0,M,0,1,0,30,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.05,0.635
0,F,0,1,1,12,0,Sin telefonía,DSL,0,0,0,1,0,0,Anual,0,Tarjeta de crédito,30.25,1.0083
0,M,0,1,0,63,1,0,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,110.1,3.67
0,M,0,1,1,48,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,23.55,0.785
0,M,0,1,1,1,1,0,0,0,0,0,0,0,0,Mensual,1,Débito automático,20.15,0.6717
0,F,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Bi-anual,1,Débito automático,82.7,2.7567
0,F,0,1,0,61,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,24.4,0.8133
0,M,1,0,0,5,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,20.05,0.6683
1,M,1,1,0,46,0,Sin telefonía,DSL,0,1,1,1,1,1,Anual,1,Débito automático,59.9,1.9967
1,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.2,0.6733
1,M,0,1,0,47,1,1,Fibra óptica,1,0,1,1,1,1,Anual,1,Tarjeta de crédito,110.85,3.695
1,M,0,1,0,59,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Débito automático,99.5,3.3167
1,F,1,1,0,5,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,81.0,2.7
0,M,0,0,0,26,1,0,0,0,0,0,0,0,0,Anual,0,Tarjeta de crédito,19.8,0.66
0,F,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Mensual,0,Cheque,65.1,2.17
1,F,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Mensual,1,E-cheque,60.0,2.0
0,M,0,1,1,7,1,0,0,0,0,0,0,0,0,Mensual,1,Débito automático,20.25,0.675
1,F,0,1,1,48,1,1,Fibra óptica,1,1,0,0,1,1,Anual,1,Tarjeta de crédito,103.25,3.4417
1,F,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,19.9,0.6633
0,F,0,1,1,11,0,Sin telefonía,DSL,1,0,0,0,0,0,Mensual,1,E-cheque,29.6,0.9867
0,M,0,0,1,8,1,0,0,0,0,0,0,0,0,Mensual,0,Débito automático,19.45,0.6483
1,F,1,0,0,38,1,1,Fibra óptica,0,0,0,1,1,1,Mensual,1,E-cheque,99.55,3.3183
0,M,0,1,1,34,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.8,0.6933
0,M,0,1,1,19,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.2,0.6733
0,F,1,1,0,70,1,1,Fibra óptica,1,1,1,1,1,1,Bi-anual,1,E-cheque,113.65,3.7883
1,F,0,1,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,68.95,2.2983
1,M,0,0,0,4,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,79.9,2.6633
0,F,0,0,0,51,1,0,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,20.65,0.6883
0,F,0,1,0,35,1,0,DSL,1,0,0,0,1,0,Anual,1,Débito automático,62.15,2.0717
0,M,0,0,0,30,1,1,Fibra óptica,0,0,0,1,0,1,Mensual,1,Tarjeta de crédito,89.9,2.9967
0,F,0,1,0,8,1,1,Fibra óptica,0,0,0,1,0,1,Mensual,1,E-cheque,90.25,3.0083
0,F,0,1,0,4,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,25.15,0.8383
0,F,0,0,0,10,1,0,0,0,0,0,0,0,0,Anual,1,Cheque,19.3,0.6433
0,M,0,1,1,72,1,1,Fibra óptica,1,1,1,1,0,1,Anual,1,Tarjeta de crédito,104.9,3.4967
1,M,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,44.7,1.49
1,F,0,0,0,23,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,E-cheque,79.15,2.6383
0,M,0,1,1,50,1,0,Fibra óptica,0,1,1,1,1,1,Anual,1,Débito automático,103.4,3.4467
0,F,0,1,1,71,1,0,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,19.85,0.6617
1,F,0,0,0,10,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Tarjeta de crédito,81.0,2.7
1,F,0,0,0,30,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,E-cheque,100.2,3.34
1,M,0,1,0,29,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Débito automático,80.15,2.6717
1,F,1,0,0,20,1,1,Fibra óptica,1,0,0,0,0,0,Mensual,1,E-cheque,79.15,2.6383
0,M,0,0,0,18,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,0,Cheque,25.15,0.8383
0,F,0,1,1,32,1,1,Fibra óptica,1,0,0,0,1,0,Mensual,0,E-cheque,89.6,2.9867
0,F,0,1,1,72,1,0,0,0,0,0,0,0,0,Bi-anual,1,Tarjeta de crédito,20.1,0.67
0,M,0,1,0,72,1,1,Fibra óptica,0,1,1,0,1,1,Bi-anual,1,Débito automático,103.75,3.4583
1,F,0,0,0,13,1,1,Fibra óptica,0,1,1,0,0,0,Mensual,1,E-cheque,84.45,2.815
1,M,1,0,0,8,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,E-cheque,100.6,3.3533
1,M,0,0,0,25,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,84.8,2.8267
0,F,1,0,0,22,1,0,Fibra óptica,1,1,0,0,0,0,Mensual,0,E-cheque,81.7,2.7233
0,M,0,1,0,42,1,0,0,0,0,0,0,0,0,Bi-anual,0,E-cheque,20.25,0.675
0,F,0,0,0,61,0,Sin telefonía,DSL,1,1,1,1,0,0,Anual,0,Tarjeta de crédito,43.7,1.4567
0,M,0,0,1,35,1,0,DSL,0,0,0,1,1,1,Anual,1,Cheque,72.1,2.4033
0,F,0,0,0,40,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,0,Tarjeta de crédito,74.8,2.4933
1,M,1,1,0,1,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,86.05,2.8683
0,F,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Bi-anual,1,Débito automático,83.3,2.7767
0,F,1,1,1,66,1,1,Fibra óptica,1,1,0,1,1,1,Anual,1,Tarjeta de crédito,110.6,3.6867
0,M,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Mensual,1,Cheque,51.8,1.7267
0,F,0,1,1,16,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Tarjeta de crédito,79.95,2.665
1,F,0,0,0,46,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,0,Débito automático,96.05,3.2017
0,F,1,1,0,72,1,1,Fibra óptica,1,1,1,0,1,1,Bi-anual,1,E-cheque,112.4,3.7467
0,M,0,0,1,19,1,1,0,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,24.1,0.8033
1,M,0,1,1,29,1,0,Fibra óptica,1,0,0,0,1,1,Mensual,0,Tarjeta de crédito,94.65,3.155
0,M,1,1,0,65,1,1,Fibra óptica,0,1,1,0,1,1,Anual,1,Débito automático,103.15,3.4383
0,M,1,1,0,67,1,1,Fibra óptica,1,1,0,0,0,0,Mensual,0,Débito automático,83.85,2.795
0,M,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Bi-anual,1,Débito automático,49.8,1.66
0,F,0,1,0,72,1,1,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,25.0,0.8333
0,F,0,0,0,47,0,Sin telefonía,DSL,1,0,1,1,0,0,Bi-anual,0,Cheque,41.9,1.3967
0,F,0,1,0,65,1,1,Fibra óptica,1,1,0,1,1,0,Anual,1,Débito automático,100.15,3.3383
0,F,1,0,0,56,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,0,E-cheque,104.75,3.4917
1,F,1,0,0,1,1,0,Fibra óptica,0,1,0,0,0,1,Mensual,1,E-cheque,86.0,2.8667
1,F,1,1,0,37,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,76.5,2.55
1,F,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Débito automático,44.9,1.4967
0,F,1,0,0,6,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,89.35,2.9783
0,F,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Bi-anual,0,Débito automático,73.25,2.4417
0,M,0,1,1,40,1,0,Fibra óptica,0,0,1,0,1,0,Anual,1,E-cheque,85.05,2.835
0,M,0,1,0,5,1,1,Fibra óptica,1,0,0,0,0,1,Mensual,1,E-cheque,89.15,2.9717
1,M,0,0,0,70,1,1,Fibra óptica,1,0,0,1,1,1,Bi-anual,1,Tarjeta de crédito,104.0,3.4667
0,F,1,0,0,3,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,0,E-cheque,73.85,2.4617
0,M,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Bi-anual,0,Cheque,59.5,1.9833
1,F,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,E-cheque,44.1,1.47
0,F,0,1,1,58,0,Sin telefonía,DSL,0,0,1,1,1,1,Bi-anual,1,Tarjeta de crédito,55.5,1.85
0,M,0,0,0,13,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito,73.75,2.4583
0,M,0,0,0,10,1,0,0,0,0,0,0,0,0,Mensual,0,E-cheque,20.0,0.6667
0,M,1,1,1,66,1,1,Fibra óptica,1,1,1,1,1,1,Anual,1,E-cheque,116.25,3.875
0,M,0,1,0,56,1,0,Fibra óptica,0,0,0,0,0,1,Anual,1,E-cheque,80.9,2.6967
1,F,1,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,69.65,2.3217
0,F,0,1,0,71,0,Sin telefonía,DSL,1,1,1,1,0,0,Bi-anual,1,Débito automático,47.6,1.5867
0,M,0,0,0,56,1,1,DSL,1,1,0,1,0,0,Anual,1,Débito automático,64.65,2.155
1,M,0,0,0,24,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,90.35,3.0117
1,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,20.0,0.6667
0,F,0,1,1,55,1,1,DSL,1,1,0,1,0,1,Anual,1,Débito automático,75.75,2.525
0,M,0,1,1,42,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.7,0.69
0,F,0,1,1,42,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,E-cheque,92.15,3.0717
0,M,0,0,0,14,1,0,0,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,19.6,0.6533
0,M,1,1,1,10,0,Sin telefonía,DSL,0,0,0,0,0,1,Mensual,1,Débito automático,34.55,1.1517
0,F,0,1,1,22,1,1,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,25.25,0.8417
1,M,0,1,1,32,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Débito automático,69.75,2.325
0,M,0,1,0,39,1,0,0,0,0,0,0,0,0,Bi-anual,1,Débito automático,20.45,0.6817
0,F,1,0,0,57,1,1,Fibra óptica,1,0,1,1,0,1,Bi-anual,0,Tarjeta de crédito,101.3,3.3767
0,F,1,0,0,8,1,0,Fibra óptica,0,1,0,0,1,0,Mensual,1,E-cheque,87.1,2.9033
0,M,0,0,0,63,1,1,DSL,1,1,1,1,0,0,Anual,0,E-cheque,71.5,2.3833
0,F,0,1,1,61,0,Sin telefonía,DSL,0,1,1,1,1,1,Bi-anual,1,Débito automático,61.45,2.0483
1,M,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.8,0.66
0,F,0,0,0,50,1,0,0,0,0,0,0,0,0,Anual,1,Cheque,19.35,0.645
1,M,1,1,0,11,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.95,0.665
0,M,0,1,1,35,1,1,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,25.45,0.8483
1,F,0,0,0,1,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,20.15,0.6717
0,F,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Bi-anual,0,Débito automático,80.2,2.6733
1,F,1,0,0,29,1,1,Fibra óptica,0,0,0,1,1,1,Mensual,0,E-cheque,98.65,3.2883
0,M,0,0,0,29,1,1,DSL,0,1,1,0,0,1,Anual,0,Tarjeta de crédito,70.9,2.3633
1,M,0,1,0,5,1,0,0,0,0,0,0,0,0,Mensual,0,Cheque,19.35,0.645
1,M,0,0,0,11,0,Sin telefonía,DSL,0,0,1,0,1,0,Anual,1,E-cheque,41.6,1.3867
0,M,0,1,1,54,1,1,DSL,0,1,0,1,1,0,Anual,1,E-cheque,70.7,2.3567
0,F,1,0,0,49,1,0,Fibra óptica,0,1,1,0,0,1,Anual,1,Débito automático,89.85,2.995
0,M,1,1,0,72,1,1,Fibra óptica,0,1,1,1,1,1,Bi-anual,0,Tarjeta de crédito,109.7,3.6567
1,M,0,1,1,9,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,Débito automático,79.35,2.645
1,F,0,0,0,1,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,E-cheque,94.6,3.1533
1,F,0,0,1,31,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,Tarjeta de crédito,86.55,2.885
0,F,0,0,0,1,1,1,Fibra óptica,0,0,0,0,1,0,Mensual,1,E-cheque,84.6,2.82
1,M,1,1,1,56,1,1,Fibra óptica,1,0,1,0,1,1,Anual,1,Débito automático,104.55,3.485
0,M,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Bi-anual,0,Tarjeta de crédito,68.95,2.2983
0,F,1,1,0,55,1,1,Fibra óptica,0,1,1,1,0,0,Mensual,0,E-cheque,90.45,3.015
1,M,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Mensual,0,Tarjeta de crédito,53.4,1.78
1,M,0,1,1,5,1,1,Fibra óptica,1,0,1,0,0,0,Mensual,1,E-cheque,84.5,2.8167
1,M,0,0,1,3,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,E-cheque,69.65,2.3217
0,F,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Bi-anual,1,Tarjeta de crédito,73.5,2.45
0,F,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Mensual,1,Débito automático,65.8,2.1933
1,M,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Mensual,1,Tarjeta de crédito,58.6,1.9533
0,F,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque,49.2,1.64
0,M,0,1,0,2,1,1,Fibra óptica,0,0,1,0,1,0,Mensual,1,E-cheque,91.45,3.0483
1,F,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque,53.55,1.785
0,M,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Mensual,0,Cheque,56.25,1.875
0,M,1,1,0,2,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Tarjeta de crédito,95.5,3.1833
0,F,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Mensual,1,E-cheque,71.95,2.3983
0,F,0,1,0,40,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,19.1,0.6367
0,F,1,0,0,17,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.65,0.6883
0,F,0,0,0,10,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,19.9,0.6633
0,M,0,1,1,61,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,E-cheque,99.9,3.33
0,M,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Mensual,0,E-cheque,59.45,1.9817
0,F,0,1,0,60,0,Sin telefonía,DSL,1,1,0,1,0,0,Bi-anual,0,Débito automático,37.7,1.2567
0,M,0,1,0,64,1,1,DSL,1,0,0,0,1,0,Anual,1,Tarjeta de crédito,66.15,2.205
0,F,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Mensual,1,Débito automático,59.55,1.985
1,F,0,1,1,11,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,19.25,0.6417
0,M,0,1,1,34,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Débito automático,97.7,3.2567
0,F,1,0,0,36,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Débito automático,74.9,2.4967
0,M,0,0,0,35,0,Sin telefonía,DSL,0,0,1,0,1,1,Mensual,0,E-cheque,49.2,1.64
0,F,0,0,0,22,1,1,0,0,0,0,0,0,0,Bi-anual,0,Cheque,26.25,0.875
1,F,0,0,0,4,1,1,Fibra óptica,0,1,0,0,0,1,Mensual,1,E-cheque,88.95,2.965
1,F,0,1,1,4,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,E-cheque,85.95,2.865
0,F,0,1,1,43,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,20.0,0.6667
0,M,0,1,1,70,1,0,0,0,0,0,0,0,0,Bi-anual,0,Tarjeta de crédito,20.35,0.6783
0,F,0,0,1,15,1,0,DSL,1,1,1,1,0,0,Anual,0,Tarjeta de crédito,65.6,2.1867
0,M,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Mensual,1,Tarjeta de crédito,64.4,2.1467
1,M,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Mensual,0,E-cheque,48.7,1.6233
1,M,1,0,0,35,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,E-cheque,101.4,3.38
1,F,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito,44.6,1.4867
0,M,0,0,1,29,1,0,0,0,0,0,0,0,0,Anual,0,Cheque,19.85,0.6617
0,M,0,0,0,72,0,Sin telefonía,DSL,1,1,1,1,1,1,Bi-anual,1,Débito automático,63.7,2.1233
1,F,0,0,0,27,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque,94.55,3.1517
0,F,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Bi-anual,1,Tarjeta de crédito,84.4,2.8133
0,F,0,0,0,30,1,0,DSL,1,1,1,1,1,0,Anual,0,Tarjeta de crédito,74.65,2.4883
0,M,1,1,0,19,0,Sin telefonía,DSL,0,1,1,0,0,0,Mensual,1,Tarjeta de crédito,34.3,1.1433
0,M,0,1,1,56,1,1,0,0,0,0,0,0,0,Bi-anual,0,Débito automático,24.15,0.805
0,M,0,1,0,36,1,0,0,0,0,0,0,0,0,Anual,0,Débito automático,20.85,0.695
0,F,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Mensual,0,Débito automático,65.2,2.1733
0,M,0,0,0,3,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,69.6,2.32
0,F,0,1,0,52,1,1,Fibra óptica,0,1,0,1,1,1,Mensual,1,Tarjeta de crédito,102.7,3.4233
0,F,0,0,0,2,1,0,0,0,0,0,0,0,0,Mensual,1,Cheque,20.0,0.6667
0,M,0,0,0,17,0,Sin telefonía,DSL,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito,25.1,0.8367
1,M,1,0,0,1,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,E-cheque,75.35,2.5117
0,M,1,0,0,68,1,1,Fibra óptica,0,1,1,0,0,1,Mensual,1,E-cheque,95.9,3.1967
0,M,0,0,0,57,1,0,0,0,0,0,0,0,0,Bi-anual,0,Cheque,20.75,0.6917
0,M,0,1,1,72,1,1,DSL,1,0,0,0,0,0,Bi-anual,0,Débito automático,55.3,1.8433
0,M,0,0,0,26,1,1,Fibra óptica,0,0,1,1,0,0,Mensual,1,Cheque,84.3,2.81
0,M,0,0,1,14,1,0,DSL,1,1,1,1,0,1,Bi-anual,0,Débito automático,76.1,2.5367
0,F,0,0,0,30,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,0,E-cheque,100.45,3.3483
0,M,0,0,0,66,0,Sin telefonía,DSL,0,0,0,1,0,0,Anual,0,Tarjeta de crédito,29.45,0.9817
0,M,0,1,0,49,1,1,Fibra óptica,1,1,0,0,1,0,Mensual,1,Débito automático,93.85,3.1283
0,F,0,1,1,15,1,0,0,0,0,0,0,0,0,Anual,0,Tarjeta de crédito,20.35,0.6783
